trigger_word,theme,source_lexicon,section,count,per_1000_words,context_snippet,symbol,filing_date,call_date,url
preferential allotment,capital_actions,custom,remarks,1,0.13646288209606988,tter times in the industry. Moksh Ranka: And is there any update on the -- we planned a preferential allotment for the capex we are going to do or maybe an upcoming capex. So is th,SKIPPER,2025-05-07,2025-05-07,https://nsearchives.nseindia.com/corporate/skipper_07052025161052_Transcriptletter.pdf
strong pipeline,positive_guidance,custom,remarks,1,0.333555703802535,"GR gap of 4.9% between FY '25 and FY '28, providing a robust tailwind for growth. With a strong pipeline of over 1,500 keys, we are well-positioned to capture this opportunity as w",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
operating leverage,positive_guidance,custom,remarks,1,0.333555703802535,"w by 34% to INR 289 crores, our EBITDA margin expanded by 5.6% to 45%, reflecting strong operating leverage and effective cost management. Importantly, 77% of incremental revenue f",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
capex,capital_actions,custom,remarks,2,0.66711140760507,"b. Under the new structure, Leela will co-invest 50% in only the hotel with our share of CAPEX circa INR 800 crores, including land and construction. Brookfield will fund the remai",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
strong demand,positive_guidance,custom,QnA,1,0.160333493666827,"ing it? Anuraag Bhatnagar: So, as we clearly state, it is an operating hotel and has a strong demand and operating leverage already. We are expecting to close the deal in the next ",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
operating leverage,positive_guidance,custom,QnA,2,0.320666987333654,"Bhatnagar: So, as we clearly state, it is an operating hotel and has a strong demand and operating leverage already. We are expecting to close the deal in the next 30 to 40 days, a",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
slowdown,negative_caution,custom,QnA,1,0.160333493666827,"t we have seen in this quarter. So, basically, throughout the industry we have seen some slowdown in RevPAR growth particularly in the key metro cities whereas for Leela we have se",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
too early to say,hedging_evasion,custom,QnA,1,0.160333493666827,"if we will get more opportunity we can invest in Dubai market? Anuraag Bhatnagar: It is too early to say that. Sumanth Kumar: And how is the return ratio, apart from, say, going fo",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
capex,capital_actions,custom,QnA,18,2.886002886002886,"thought process on that, that what led to the change and link to that, INR 800 crore of CAPEX that you are talking about? Which year does it sort of start and how to think about th",THELEELA,2025-10-22,,https://nsearchives.nseindia.com/corporate/THELEELA_22102025151438_Earnings_Call_transcript.pdf
order book,positive_guidance,custom,remarks,4,0.3993610223642173,"ly on execution excellence, prudent capital allocation and building a robust diversified order book that supports sustainable growth. With that, I will now invite Paresh Shah, our ",ADSL,2026-02-10,,https://nsearchives.nseindia.com/corporate/ADSL_10022026180019_ADSL_Transcript_of_Q3_FY26_Earnings_Call_05022026.pdf
capex,capital_actions,custom,remarks,1,0.09984025559105432,t Page 4 of 23 cybersecurity and lifecycle managed- solutions rather than stand-alone capex-led deployments. This has resulted in a steady flow of opportunities across both gov,ADSL,2026-02-10,,https://nsearchives.nseindia.com/corporate/ADSL_10022026180019_ADSL_Transcript_of_Q3_FY26_Earnings_Call_05022026.pdf
order book,positive_guidance,custom,remarks,9,0.5742359471702929,"at our Q2 earnings call, we talked about the order inflows of INR121 crores as our total order booking for Q2 and we switched on an order book, confirmed order book of around INR45",AXISCADES,2024-12-12,,https://nsearchives.nseindia.com/corporate/AXISCADES_12122024221413_Transcript12122024.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.06380399413003254,"eeing the future performance of the company and involve risks and uncertainties that are difficult to predict. With this, I now hand over the call to Mr. Shashidhar SK, Group CFO, ",AXISCADES,2024-12-12,,https://nsearchives.nseindia.com/corporate/AXISCADES_12122024221413_Transcript12122024.pdf
strong pipeline,positive_guidance,custom,remarks,1,0.47460844803037494,e heavy lifting happened in Jaipur which was very good to see. This year we are seeing a strong pipeline already building up in Chennai as well in addition to Jaipur continuing to ,MAHLIFE,2022-05-02,,https://nsearchives.nseindia.com/corporate/MAHLIFE_02052022172708_TranscriptofEarningConferenceCall.pdf
wait and watch,hedging_evasion,custom,remarks,1,0.47460844803037494,g to grow from strength to strength. Ahmedabad Origins in Ahmedabad continues to be in a wait and watch mode. We are looking for that right anchor client that can position their pa,MAHLIFE,2022-05-02,,https://nsearchives.nseindia.com/corporate/MAHLIFE_02052022172708_TranscriptofEarningConferenceCall.pdf
difficult to predict,hedging_evasion,custom,remarks,1,0.47460844803037494,ts are not guarantees of future performance and involve risks and uncertainties that are difficult to predict. As a reminder all participant lines will be in the listen-only mode a,MAHLIFE,2022-05-02,,https://nsearchives.nseindia.com/corporate/MAHLIFE_02052022172708_TranscriptofEarningConferenceCall.pdf
buyback,capital_actions,custom,remarks,1,0.47460844803037494,"n selling price, velocity, volumes and collections from the project. Also, we had done a buyback of equity shares there. Based on this the Company has evaluated the carrying value ",MAHLIFE,2022-05-02,,https://nsearchives.nseindia.com/corporate/MAHLIFE_02052022172708_TranscriptofEarningConferenceCall.pdf
operating leverage,positive_guidance,custom,remarks,1,0.3947887879984208,"46%, while that of our Maldivian business was 47%. This expansion was largely driven by operating leverages and prudent cost management. As I mentioned earlier, this is the seasona",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
best ever,positive_guidance,custom,remarks,1,0.3947887879984208,"a: Good afternoon everyone and thank you for joining the call today. We've delivered our best ever quarterly performance in Q4, closing our first financial year as a public listed ",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
operating leverage,positive_guidance,custom,QnA,2,0.3709886848451122,"tually we've improved our margins by 500 bips and we'll continue to improve that through operating leverage as you know, with both ADRs and occupancy growth and cost efficiencies. ",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
best ever,positive_guidance,custom,QnA,1,0.1854943424225561,",000 crores in full year revenue and INR 1,000 crore mark in EBITDA. We've delivered our best ever quarterly performance with 20% revenue growth and 23% EBITDA growth. Our hospital",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
slowdown,negative_caution,custom,QnA,4,0.7419773696902244,"broadly because of the U.S. tariff at all. I think there was a, definitely, there was a slowdown, significant slowdown, even all the U.S. airlines reported slowdown. And since Mald",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
capex,capital_actions,custom,QnA,5,0.9274717121127806,"uire significant capital expenditure. Assuming a mix of luxury and upscale hotels with a capex of around INR 2.5 crores per key, we estimate around INR 5,000 crores will be needed ",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
deleveraging,capital_actions,custom,QnA,1,0.1854943424225561,"re you comfortable with? I think in the last one year, there's been significant focus on deleveraging as well. And I think that's visible in your net debt levels. But going ahead, ",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
capital expenditure,capital_actions,custom,QnA,1,0.1854943424225561,"his question. To fund this ambitious growth plan of 2,000 rooms will require significant capital expenditure. Assuming a mix of luxury and upscale hotels with a capex of around INR",VENTIVE,2025-05-19,,https://nsearchives.nseindia.com/corporate/VENTIVE_19052025191637_InvestorCallTranscriptIntimation.pdf
order book,positive_guidance,custom,remarks,1,0.10564124234100992,made there and those would be reflected in the figures that we would be showing you. The order book is very good and we are getting more orders also from our current customers as w,RICOAUTO,2021-02-24,2021-02-17,https://nsearchives.nseindia.com/corporate/RICOAUTO_24022021124700_Transcript.pdf
one-off,negative_caution,custom,remarks,1,0.10564124234100992,"ed to be quite stable at about Rs.20 Crores, has now gone to Rs.23 Crores. Now is this a one-off or now it will stabilise at Rs.23 Crores, Rs.24 Crores going ahead? Arvind Kapur: N",RICOAUTO,2021-02-24,2021-02-17,https://nsearchives.nseindia.com/corporate/RICOAUTO_24022021124700_Transcript.pdf
capex,capital_actions,custom,remarks,6,0.6338474540460596,"and I think I will open it to questions and answers. Before the question comes in on the capex front, I would like to say that we had said that our capex would be in the region and",RICOAUTO,2021-02-24,2021-02-17,https://nsearchives.nseindia.com/corporate/RICOAUTO_24022021124700_Transcript.pdf
difficult to predict,hedging_evasion,custom,QnA,1,0.21743857360295715,"ent for flats, longs and on a blended basis? Anil Tulsiani: Ahead the future, it's very difficult to predict the future. But as compared to the previous quarter, that could be marg",SAIL,2023-08-17,,https://nsearchives.nseindia.com/corporate/SAIL_17082023175101_SAIL_Trans_June_2023.pdf
capex,capital_actions,custom,QnA,15,3.2615786040443573,"ot it. So one last question, if I may. Your production target for this year and also your capex plan. Anil Tulsiani: The production target for this year is 19 million tonnes, and o",SAIL,2023-08-17,,https://nsearchives.nseindia.com/corporate/SAIL_17082023175101_SAIL_Trans_June_2023.pdf
deleveraging,capital_actions,custom,QnA,1,0.21743857360295715,"we are going for a capex intentions again. So from a capital allocation perspective, any deleveraging target you have in mind in medium to long term? Anil Tulsiani: Yes. This time,",SAIL,2023-08-17,,https://nsearchives.nseindia.com/corporate/SAIL_17082023175101_SAIL_Trans_June_2023.pdf
margin expansion,positive_guidance,custom,remarks,1,0.4327131112072696,"o build and delivering the margin and is aligned with our long-term objective of growth, margin expansion and balance sheet strengthening. Phase 1, outlined in previous quarters, w",ABDL,2026-02-04,,https://nsearchives.nseindia.com/corporate/ABDINDIA_04022026191624_ABDL_Earnings_Call_Transcript_sd.pdf
operating leverage,positive_guidance,custom,remarks,1,0.4327131112072696,"n EBITDA margin improvement to 13.6%. This improvement was driven by better product mix, operating leverage and benefits from backward integration, while we continue to invest behi",ABDL,2026-02-04,,https://nsearchives.nseindia.com/corporate/ABDINDIA_04022026191624_ABDL_Earnings_Call_Transcript_sd.pdf
headwinds,negative_caution,custom,remarks,1,0.4327131112072696,"ment in India and remains country's top exported whisky brand. Despite category level headwinds, Officer's Choice gained incremental market share during 9 months FY '26 and also in",ABDL,2026-02-04,,https://nsearchives.nseindia.com/corporate/ABDINDIA_04022026191624_ABDL_Earnings_Call_Transcript_sd.pdf
subdued demand,negative_caution,custom,remarks,1,0.4327131112072696,"ing in a lower consumer offtake. Together, these region-specific factors contribute to subdued demand condition across the industry for the quarter. Within our portfolio, Officer's",ABDL,2026-02-04,,https://nsearchives.nseindia.com/corporate/ABDINDIA_04022026191624_ABDL_Earnings_Call_Transcript_sd.pdf
